
		//雪图事件

		"descent_of_winterblight_aertega"							"艾特嘎"
		"DOTA_Tooltip_ability_winterblight_blue_damage_attack_passive_Description"	"攻击使敌人减速."
		"DOTA_Tooltip_ability_winterblight_blue_damage_attack_passive_ms_slow"		"移速降低:"
		"DOTA_Tooltip_ability_winterblight_blue_damage_attack_passive_as_slow"	"攻速降低:"
		"DOTA_Tooltip_ability_winterblight_blue_damage_attack_passive_slow_duration"	"持续时间:"

		"DOTA_Tooltip_modifier_blue_mage_attack_slow"						"被冰冻"

		"DOTA_Tooltip_ability_winterblight_death_coil"						"死亡缠绕"
		"DOTA_Tooltip_ability_winterblight_death_coil_Description"			"治疗目标友军 % 最大生命值的血量"
		"DOTA_Tooltip_ability_winterblight_death_coil_heal_pct_max_health"	"% 治疗 % 最大生命值:"

		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive"			"绿色粘液崩裂"
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_Description"	"向范围内的敌人吐出粘液，减速并降低他们的魔法回复速度，这个效果可以无限叠加."
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_as_loss"	"每层攻速降低:"
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_ms_loss"	"每层移速降低:"
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_mana_regen_loss"	"每层损失魔法回复:"
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_aoe_radius"		"范围:"
		"DOTA_Tooltip_ability_winterblight_slime_emperor_passive_slow_duration"		"减速时间:"

		"DOTA_Tooltip_modifier_winterblight_slime_emperor_slowed"			"绿色粘液"
		"DOTA_Tooltip_modifier_winterblight_slime_emperor_slowed_Description"	"被减速"	

		"DOTA_Tooltip_ability_winterblight_necro_knight_attack"				"招魂术"
		"DOTA_Tooltip_ability_winterblight_necro_knight_attack_Description"	"攻击时为施法者召唤城堡战士为他战斗."	
		"DOTA_Tooltip_ability_winterblight_necro_knight_attack_max_summons"	"最大数量:"

		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn"				"双重灼烧"
		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn_Description"	"攻击使敌人减速并燃烧"
		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn_ms_slow"		"移速降低:"
		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn_as_slow"		"攻速降低:"
		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn_slow_duration"	"燃烧时间:"
		"DOTA_Tooltip_ability_winterblight_dragon_dual_burn_burn_damage"	"燃烧伤害:"

		"DOTA_Tooltip_modifier_dragon_dual_burn_effect"						"双重灼烧"
		"DOTA_Tooltip_modifier_dragon_dual_burn_effect_Description"			"减速并受到燃烧伤害"	

		"DOTA_Tooltip_ability_strength_boss_charge"							"胜利冲锋"
		"DOTA_Tooltip_ability_strength_boss_charge_Description"				"冲向目标点并在结束时眩晕周围敌人."
		"DOTA_Tooltip_ability_strength_boss_charge_damage"					"伤害:"
		"DOTA_Tooltip_ability_strength_boss_charge_stun_duration"			"眩晕时间:"

		"DOTA_Tooltip_ability_winterblight_hermit_eye_ability"				"朦胧凝视"
		"DOTA_Tooltip_ability_winterblight_hermit_eye_ability_Description"		"降低周围敌人的移动速度和视野. 被跟踪的敌人将被一个射弹击中，受到魔法伤害"
		"DOTA_Tooltip_ability_winterblight_hermit_eye_ability_movement_slow"	"% 移速降低:"
		"DOTA_Tooltip_ability_winterblight_hermit_eye_ability_vision_loss"		"视野降低:"
		"DOTA_Tooltip_ability_winterblight_hermit_eye_ability_damage"			"伤害:"

		"DOTA_Tooltip_modifier_hermit_eye_range"							"朦胧凝视"
		"DOTA_Tooltip_modifier_hermit_eye_range_Description"				"视野和移动速度降低"	

		"DOTA_Tooltip_ability_winterblight_hermit_hoodling_ability"				"缭乱阴影"
		"DOTA_Tooltip_ability_winterblight_hermit_hoodling_ability_Description"	"攻击降低敌人的魔法回复速度并使他们攻击时有概率丢失."
		"DOTA_Tooltip_ability_winterblight_hermit_hoodling_ability_miss_chance"		"% 丢失概率:"
		"DOTA_Tooltip_ability_winterblight_hermit_hoodling_ability_mana_regen_loss"	"魔法回复降低:"
		"DOTA_Tooltip_ability_winterblight_hermit_hoodling_ability_duration"		"致盲时间:"

		"DOTA_Tooltip_modifier_hermit_hoodling_effect"						"缭乱阴影"
		"DOTA_Tooltip_modifier_hermit_hoodling_effect_Description"			"提高丢失率"

		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado"		"虚空风暴"
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_Description"	"向目标位置投掷龙卷风，减慢速度并吸引附近的敌人. 龙卷风还会发射暗影弹，造成额外伤害."
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_damage"		"风暴伤害:"
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_move_slow"	"% 减速:"	
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_max_tornads"	"最大龙卷风数量:"
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_splinter_damage"	"暗影弹伤害:"
		"DOTA_Tooltip_ability_winterblight_hermit_miniboss_shadow_tornado_miss_chance"	"% 风暴中攻击丢失概率:"

		"DOTA_Tooltip_modifier_enemy_inside_tornado"							"虚空风暴"

		"DOTA_Tooltip_ability_winterblight_shadow_mist"							"暗影迷雾"
		"DOTA_Tooltip_ability_winterblight_shadow_mist_Description"				"减速周围敌人. 若他们在暗影迷雾范围内使用技能将被沉默."	
		"DOTA_Tooltip_ability_winterblight_shadow_mist_silence_duration"		"沉默时间:"
		"DOTA_Tooltip_ability_winterblight_shadow_mist_ms_loss"					"移速降低:"
		"DOTA_Tooltip_ability_winterblight_shadow_mist_aoe_radius"				"范围:"
		"DOTA_Tooltip_ability_winterblight_shadow_mist_dps"						"伤害:"

		"DOTA_Tooltip_modifier_shadow_mist_effect"								"暗影迷雾"
		"DOTA_Tooltip_modifier_shadow_mist_effect_Description"					"被减速。使用技能将沉默"

		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability"			"蓝史莱姆炮"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_Description"	"攻击施加减速buff. 向目标点跳跃并在降落时创造一片减速区域."
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_land_slow_duration"	"减速 (跳跃):"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_land_radius"		"减速范围 (跳跃):"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_land_damage"		"伤害 (跳跃):"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_attack_speed_loss"	"攻击速度降低:"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_movespeed_loss"		"移速降低:"
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_sticky_duration"	"减速持续时间 (攻击):"	
		"DOTA_Tooltip_ability_winterblight_blue_gunman_main_ability_bonus_aoe_magic_damage"	"范围魔法伤害 :"

		"DOTA_Tooltip_ability_winterblight_blue_goo_shrapnel"					"蓝史莱姆霰弹"
		"DOTA_Tooltip_ability_winterblight_blue_goo_shrapnel_Description"		"制造持续不断的蓝色黏液子弹雨，伤害该地区的敌人."
		"DOTA_Tooltip_ability_winterblight_blue_goo_shrapnel_tick_damage"		"伤害:"

		"DOTA_Tooltip_ability_winterblight_justice_demon_lifesteal"				"吸血鬼"
		"DOTA_Tooltip_ability_winterblight_justice_demon_lifesteal_Description"	"攻击治疗自身."	
		"DOTA_Tooltip_ability_winterblight_justice_demon_lifesteal_lifesteal"	"% 生命吸取:"

		"DOTA_Tooltip_ability_winterblight_hanged_slayer_passive"				"杀手"
		"DOTA_Tooltip_ability_winterblight_hanged_slayer_passive_Description"	""

		"DOTA_Tooltip_ability_winterblight_water_bearer_passive"				"水汽流"
		"DOTA_Tooltip_ability_winterblight_water_bearer_passive_Description"	"攻击发射水浪，减速并伤害敌人."
		"DOTA_Tooltip_ability_winterblight_water_bearer_passive_moveslow"		"% 移速降低:"
		"DOTA_Tooltip_ability_winterblight_water_bearer_passive_attack_slow"	"攻速降低:"
		"DOTA_Tooltip_ability_winterblight_water_bearer_passive_damage"			"伤害:"

		"DOTA_Tooltip_modifier_water_bearer_soak_soak"							"湿身"

		"DOTA_Tooltip_ability_winterblight_doom"				"末日"
		"DOTA_Tooltip_ability_winterblight_doom_Description"	"宣告目标的末日, 持续时间内使其沉默并受到伤害."
		"DOTA_Tooltip_ability_winterblight_doom_damage"		"每跳伤害:"
		"DOTA_Tooltip_ability_winterblight_doom_duration"	"持续时间:"

		"DOTA_Tooltip_modifier_winterblight_doom"				"末日"
		"DOTA_Tooltip_modifier_winterblight_doom_Description"	"被沉默"

		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade"	"冰火两重天剑"
		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade_Description"	"攻击对目标施加冰焰效果，使其减速并受到持续燃烧伤害."
		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade_ms_slow"	"移速降低:"
		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade_as_slow"	"攻速降低:"
		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade_slow_duration"	"减速时间:"
		"DOTA_Tooltip_ability_winterblight_doom_warrior_searing_blade_burn_damage"	"燃烧伤害:"

		"DOTA_Tooltip_modifier_dual_blade_effect"				"冰火两重天"
		"DOTA_Tooltip_modifier_dual_blade_effect_Description"	"减速并受到持续伤害"

		"DOTA_Tooltip_ability_winterblight_faceripper_passive"	"刺穿"
		"DOTA_Tooltip_ability_winterblight_faceripper_passive_Description"	"攻击造成额外物理伤害"
		"DOTA_Tooltip_ability_winterblight_faceripper_passive_instance_count"	"伤害实例数量:"
		"DOTA_Tooltip_ability_winterblight_faceripper_passive_damage"			"每个实例伤害:"

		"DOTA_Tooltip_ability_winterblight_starwatcher_passive"		"星落光环"
		"DOTA_Tooltip_ability_winterblight_starwatcher_passive_Description"	"范围内的敌人将被周期性的流星打击"	
		"DOTA_Tooltip_ability_winterblight_starwatcher_passive_damage"		"伤害:"
		"DOTA_Tooltip_ability_winterblight_starwatcher_passive_star_interval"	"星落周期:"
		"DOTA_Tooltip_ability_winterblight_starwatcher_passive_radius"		"范围:"

		"DOTA_Tooltip_ability_winterblight_lumos_king_passive"		"月色光环"
		"DOTA_Tooltip_ability_winterblight_lumos_king_passive_Description"	"范围内的敌人将被周期性的月光打击并短暂眩晕"
		"DOTA_Tooltip_ability_winterblight_lumos_king_passive_damage"		"伤害:"
		"DOTA_Tooltip_ability_winterblight_lumos_king_passive_beam_interval"	"月光周期:"
		"DOTA_Tooltip_ability_winterblight_lumos_king_passive_radius"		"范围:"

		"DOTA_Tooltip_ability_winterblight_claws_of_terror"			"恐惧之爪"
		"DOTA_Tooltip_ability_winterblight_claws_of_terror_Description"	"攻击有概率恐吓目标."
		"DOTA_Tooltip_ability_winterblight_claws_of_terror_fear_chance"	"恐吓概率:"
		"DOTA_Tooltip_ability_winterblight_claws_of_terror_fear_duration"	"持续时间:"

		"DOTA_Tooltip_ability_winterblight_sun_phoenix_passive"		"太阳之炎"
		"DOTA_Tooltip_ability_winterblight_sun_phoenix_passive_Description"	"攻击对目标施加debuff，降低其攻击速度并使其受到持续伤害."
		"DOTA_Tooltip_ability_winterblight_sun_phoenix_passive_burn_damage"		"燃烧伤害:"
		"DOTA_Tooltip_ability_winterblight_sun_phoenix_passive_burn_duration"		"燃烧持续时间:"
		"DOTA_Tooltip_ability_winterblight_sun_phoenix_passive_attack_speed_loss"		"攻击速度降低:"

		"DOTA_Tooltip_modifier_sun_phoenix_burn"					"太阳之炎"
		"DOTA_Tooltip_modifier_sun_phoenix_burn_Description"		"降低攻击速度并受到伤害"

		"DOTA_Tooltip_ability_winterblight_searing_arrow"			"灼热之箭"
		"DOTA_Tooltip_ability_winterblight_searing_arrow_Description"	"攻击造成额外纯粹伤害并降低目标护甲."
		"DOTA_Tooltip_ability_winterblight_searing_arrow_impact_damage"		"额外伤害:"
		"DOTA_Tooltip_ability_winterblight_searing_arrow_armor_loss_duration"	"减甲持续时间:"
		"DOTA_Tooltip_ability_winterblight_searing_arrow_armor_loss"		"护甲降低:"

		"DOTA_Tooltip_modifier_winterblight_searing_arrow_armor_loss"	"灼热之箭"
		"DOTA_Tooltip_modifier_winterblight_searing_arrow_armor_loss_Description"	"护甲降低"

		"DOTA_Tooltip_ability_winterblight_fire_blink"				"火焰跳跃"
		"DOTA_Tooltip_ability_winterblight_fire_blink_Description"	"在火焰之中传送，跳跃至目标点."	

		"DOTA_Tooltip_ability_winterblight_aspect_of_solos_passive"	"太阳烈焰"
		"DOTA_Tooltip_ability_winterblight_aspect_of_solos_passive_Description"	"太阳鸟发射出烈焰伤害敌人."
		"DOTA_Tooltip_ability_winterblight_aspect_of_solos_passive_burn_dps"		"每秒燃烧伤害:"
		"DOTA_Tooltip_ability_winterblight_aspect_of_solos_passive_impact_damage"	"冲击伤害:"

		"DOTA_Tooltip_modifier_aspect_of_solo_burn"					"燃烧"

		"DOTA_Tooltip_ability_winterblight_vorethrex_passive"			"世界掌控者"
		"DOTA_Tooltip_ability_winterblight_vorethrex_passive_Description"	"凛冬霜枯军团的王者"

		"DOTA_Tooltip_modifier_vorethrex_phase_2"						"世界掌控者的愤怒"

		"DOTA_Tooltip_ability_winterblight_vorethrex_dash"				"毁灭冲刺"
		"DOTA_Tooltip_ability_winterblight_vorethrex_dash_Description"	"冲向目标点. 同时创造一个漂浮的头骨跟随冲刺，受到冲击的敌人受到减益并受到伤害."
		"DOTA_Tooltip_ability_winterblight_vorethrex_dash_debuff_duration"	"DEBUFF 持续时间:"
		"DOTA_Tooltip_ability_winterblight_vorethrex_dash_atk_power_loss"	"攻击力降低:"
		"DOTA_Tooltip_ability_winterblight_vorethrex_dash_damage"			"冲击伤害:"
		"DOTA_Tooltip_ability_winterblight_vorethrex_dash_health_regen_loss"	"% 生命回复降低:"

		"DOTA_Tooltip_modifier_vorethrex_dash_debuff"					"溃不成军"
		"DOTA_Tooltip_modifier_vorethrex_dash_debuff_Description"		"降低攻击力和生命回复"

		"DOTA_Tooltip_ability_winterblight_paragon_of_judgement_bash"	"神力重击"
		"DOTA_Tooltip_ability_winterblight_paragon_of_judgement_bash_Description"	"攻击有概率眩晕敌人并造成额外纯粹伤害"
		"DOTA_Tooltip_ability_winterblight_paragon_of_judgement_bash_impact_damage"	"伤害:"
		"DOTA_Tooltip_ability_winterblight_paragon_of_judgement_bash_stun_duration"	"眩晕时间:"
		"DOTA_Tooltip_ability_winterblight_paragon_of_judgement_bash_stun_chance"	"% 概率:"

		"DOTA_Tooltip_ability_paragon_of_judgement_spark"				"审判火花"
		"DOTA_Tooltip_ability_paragon_of_judgement_spark_Description"	"发射大型火花对触碰的敌人造成伤害并使他们麻痹"	
		"DOTA_Tooltip_ability_paragon_of_judgement_spark_base_damage"	"基础伤害:"
		"DOTA_Tooltip_ability_paragon_of_judgement_spark_paralyze_duration"	"麻痹时间:"
		"DOTA_Tooltip_ability_paragon_of_judgement_spark_percent_attack_power"	"% 额外伤害根据 % 攻击力:"

		"DOTA_Tooltip_modifier_judgement_spark_paralyze"				"审判火花"
		"DOTA_Tooltip_modifier_judgement_spark_paralyze_Description"	"被麻痹"	

		"DOTA_Tooltip_ability_high_priest_xelethar_passive"				"神说，要有光"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_Description"	"发射出强大的光子能量球，伤害并减缓敌人."
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_damage_base"	"基础伤害:"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_damage_pct_max_health"	"% 伤害 % 最大生命值:"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_orb_damage"			"光球伤害:"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_slow_duration"		"光球减速时间:"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_ms_slow"				"光球移动速度降低:"
		"DOTA_Tooltip_ability_high_priest_xelethar_passive_as_slow"				"光球攻击速度降低:"

		"DOTA_Tooltip_modifier_xelethar_slow"							"光球"
		"DOTA_Tooltip_modifier_xelethar_slow_Description"				"被减速"	

		"DOTA_Tooltip_ability_bishop_of_hades_passive"					"齐美利安圣歌"
		"DOTA_Tooltip_ability_bishop_of_hades_passive_Description"		"使周围的敌人陷入恐惧."
		"DOTA_Tooltip_ability_bishop_of_hades_passive_fear_duration"	"恐惧持续时间:"

		"DOTA_Tooltip_ability_bishop_of_hades_dot"						"暗言术: 苦痛"
		"DOTA_Tooltip_ability_bishop_of_hades_dot_Description"			"对目标区域的所有敌人施加debuff，使他们每4秒受到伤害."
		"DOTA_Tooltip_ability_bishop_of_hades_dot_damage"				"伤害:"	

		"DOTA_Tooltip_modifier_bishop_of_hades_dot"						"暗言术: 苦痛"
		"DOTA_Tooltip_modifier_bishop_of_hades_dot_Description"			"每4秒受到伤害"	

		"DOTA_Tooltip_ability_winter_star_boss_red_star_attack"			"红星陨落"
		"DOTA_Tooltip_ability_winter_star_boss_red_star_attack_Description"	"攻击时砸下星星，降低目标魔甲."
		"DOTA_Tooltip_ability_winter_star_boss_red_star_attack_magic_resist_loss"	"魔甲降低:"
		"DOTA_Tooltip_ability_winter_star_boss_red_star_attack_damage"				"伤害:"

		"DOTA_Tooltip_ability_winterblight_empress_emasz_passive"		"难以捉摸的皇后"
		"DOTA_Tooltip_ability_winterblight_empress_emasz_passive_Description"	"持续隐身"

		"DOTA_Tooltip_modifier_room_7_in_goo"							"绿色史莱姆"
		"DOTA_Tooltip_modifier_room_7_in_goo_Description"				"减速"	

		"DOTA_Tooltip_modifier_room_7_in_blue_goo"						"蓝色史莱姆"
		"DOTA_Tooltip_modifier_room_7_in_blue_goo_Description"			"减速"			

		"DOTA_Tooltip_modifier_diviner_high_priestess_heal"				"女祭司"
		"DOTA_Tooltip_modifier_diviner_high_priestess_heal_Description"	"回复生命值"	

		"DOTA_Tooltip_modifier_diviner_empress_speed_boost"				"女皇"
		"DOTA_Tooltip_modifier_diviner_empress_speed_boost_Description"	"提高移动速度"	

		"DOTA_Tooltip_modifier_diviner_hierophant_spirit_buff"			"教皇"
		"DOTA_Tooltip_modifier_diviner_hierophant_spirit_buff_Description"	"提高精神值和魔法回复"

		"DOTA_Tooltip_modifier_chariot_speed"							"战车"
		"DOTA_Tooltip_modifier_chariot_speed_Description"				"提高移动速度"	

		"DOTA_Tooltip_modifier_strength_attack_power_enemy"				"力量"
		"DOTA_Tooltip_modifier_strength_attack_power_enemy_Description"	"提高攻击力"

		"DOTA_Tooltip_modifier_strength_attack_power_player"				"力量"
		"DOTA_Tooltip_modifier_strength_attack_power_player_Description"	"提高攻击力"

		"DOTA_Tooltip_modifier_diviner_hermit_debuff"					"隐者"
		"DOTA_Tooltip_modifier_diviner_hermit_debuff_Description"		"降低视野"	

		"DOTA_Tooltip_modifier_diviner_hermit_buff"						"隐者的灯笼"
		"DOTA_Tooltip_modifier_diviner_hermit_buff_Description"			"提高视野范围"	

		"DOTA_Tooltip_modifier_diviner_angels_slain"					"恶报"
		"DOTA_Tooltip_modifier_diviner_demons_slain"					"好报"

		"DOTA_Tooltip_modifier_diviner_justice_imbalance"				"失衡的正义"

		"DOTA_Tooltip_modifier_temperance_enemy_buff"					"节制"
		"DOTA_Tooltip_modifier_temperance_enemy_buff_Description"		"降低移动速度和攻击速度"	

		"DOTA_Tooltip_modifier_temperance_scryer_debuff"				"节制"
		"DOTA_Tooltip_modifier_temperance_scryer_debuff_Description"	"减速"

		"DOTA_Tooltip_modifier_diviner_scryer_doom"						"恶魔"

		"DOTA_Tooltip_modifier_tower_attack_buff"						"高塔"
		"DOTA_Tooltip_modifier_tower_attack_buff_Description"			"提高攻击力"	

		"DOTA_Tooltip_modifier_diviner_star_all_stats_buff"				"星星"
		"DOTA_Tooltip_modifier_diviner_star_all_stats_buff_Description"	"增加全属性"	

		"DOTA_Tooltip_modifier_diviner_sun_immolation"					"太阳"
		"DOTA_Tooltip_modifier_diviner_sun_immolation_Description"		"灼烧附近的敌人"	

		"DOTA_Tooltip_modifier_diviner_sun_immolation_effect"			"太阳灼烧"

		//CASTLE STUFF

		"winterblight_castle"										"凛冬霜枯城堡"

		"winterblight_tarot_title"									"选择你的命运"
		"winterblight_tarot_leave_text"								"转身离去"

		"DOTA_Tooltip_ability_item_rpc_winterblight_scryers_stone"	"占星之石"
		"winterblight_scryers_stone_desc"							"揭示你的前路"

		//CASTLE QUESTS

		"lovers_quest_item_use_fail"						"必须在苹果树旁边使用"

		"DOTA_Tooltip_ability_item_rpc_galrens_skull"		"高伦的颅骨"
		"item_rpc_galrens_skull_desc"						"在凛冬霜枯城堡中的苹果树旁边使用以召唤高伦的灵魂."

		"DOTA_Tooltip_ability_item_rpc_elynas_feather"		"伊莉娜的羽毛"
		"item_rpc_elynas_feather_desc"						"在凛冬霜枯城堡中的苹果树旁边使用以召唤伊莉娜的灵魂."

		"DOTA_Tooltip_ability_item_rpc_emperors_band"		"皇帝的乐队"
		"item_rpc_emperors_band_desc"						"与皇后的宝石合成一个<font color='#E4AE33'>不朽</font> 物品."

		"DOTA_Tooltip_ability_item_rpc_empress_jewel"		"皇后的宝石"
		"item_rpc_empress_jewel_desc"						"与皇帝的乐队合成一个 <font color='#E4AE33'>不朽</font> 物品."

		"DOTA_Tooltip_ability_item_rpc_winterblight_dragon_scale" "凛冬霜枯龙鳞"
		"item_rpc_winterblight_dragon_scale_desc"			"与其他凛冬霜枯龙鳞合成来叠加它们.当叠加至20个时,将会成为一件 <font color='#ADE55C'>至宝</font> 物品."
		"winterblight_dragon_scale_property"				"鳞片个数"

		"DOTA_Tooltip_ability_item_rpc_winterblight_tarot_card" "凛冬霜枯塔罗牌"
		"item_rpc_winterblight_tarot_card_desc"				    "在凛冬霜枯城堡的入口选择这个命运."

		"winterblight_tarot_card_use_fail_1"				"城堡已经打开了"
		"winterblight_tarot_card_use_fail_2"				"离占卜家太远了"

		//tarot

		"tarot_fool"												"愚者"
		"tarot_fool_description"									"新的开始...你是不是姓周？"

		"tarot_magician"												"魔术师"
		"tarot_magician_description"									"奥术能量..."

		"tarot_high_priestess"												"女祭司"
		"tarot_high_priestess_description"									"直觉与神圣知识..."

		"tarot_empress"												"女皇"
		"tarot_empress_description"									"丰饶与养育..."

		"tarot_emperor"												"皇帝"
		"tarot_emperor_description"									"权力..."

		"tarot_hierophant"												"教皇"
		"tarot_hierophant_description"									"精神智慧..."

		"tarot_lovers"												"恋人"
		"tarot_lovers_description"									"二元性..."

		"tarot_chariot"												"战车"
		"tarot_chariot_description"									"决心..."

		"tarot_strength"												"力量"
		"tarot_strength_description"									"不屈的力量..."

		"tarot_hermit"												"隐者"
		"tarot_hermit_description"									"孤立..."

		"tarot_wheel_of_fortune"												"命运之轮"
		"tarot_wheel_of_fortune_description"									"运气的循环..."

		"tarot_justice"												"正义"
		"tarot_justice_description"									"公平与因果报应..."

		"tarot_hanged_man"												"倒吊人"
		"tarot_hanged_man_description"									"另类的视角..."

		"tarot_death"												"死神"
		"tarot_death_description"									"..."

		"tarot_temperance"												"节制"
		"tarot_temperance_description"									"耐心与宁静..."

		"tarot_devil"												"恶魔"
		"tarot_devil_description"									"囚禁..."

		"tarot_tower"												"高塔"
		"tarot_tower_description"									"剧变..."

		"tarot_star"												"星星"
		"tarot_star_description"									"希望与复兴..."

		"tarot_moon"												"月亮"
		"tarot_moon_description"									"恐惧与不确定性..."

		"tarot_sun"												"太阳"
		"tarot_sun_description"									"燃烧能量..."

		"tarot_judgement"												"审判"
		"tarot_judgement_description"									"评价与觉醒..."

		"tarot_world"												"世界"
		"tarot_world_description"									"砸瓦鲁多...森罗万象..."
